length, SI
0.25	15	20
-0.25	15	20
0.75	15	20
-0.75	15	20
1.25	15	20
-1.25	15	20
-1.6558	14.708	20
1.75	15.001	20
-2.1197	14.521	20
-2.1197	14.521	20
-2.6014	14.387	20
-2.6014	14.387	20
-3.0952	14.309	20
2.25	15.003	20
1.75	15.001	20
-3.5942	14.277	20
-4.0942	14.282	20
2.75	15.005	20
-4.5934	14.309	20
3.25	15.007	20
2.75	15.005	20
-5.0919	14.347	20
3.75	15.008	20
3.25	15.007	20
-5.5904	14.386	20
3.5686	15.474	20
3.9314	14.542	20
-6.0894	14.418	20
3.3872	15.94	20
3.5686	15.474	20
3.9314	14.542	20
4.1374	14.087	20
3.2059	16.406	20
3.3872	15.94	20
4.3768	13.648	20
3.0245	16.872	20
3.2059	16.406	20
4.6697	13.243	20
2.8431	17.338	20
3.0245	16.872	20
5.0259	12.892	20
2.6092	17.78	20
2.8431	17.338	20
5.4404	12.612	20
2.3068	18.178	20
2.6092	17.78	20
5.8973	12.409	20
1.9389	18.517	20
1.516	18.783	20
1.9389	18.517	20
1.055	18.977	20
6.3795	12.277	20
0.57125	19.104	20
1.055	18.977	20
6.4763	12.767	20
6.2827	11.786	20
0.075953	19.172	20
0.57125	19.104	20
-6.0894	14.418	20
-6.589	14.439	20
-0.42348	19.196	20
0.075953	19.172	20
6.573	13.258	20
6.6698	13.748	20
6.7666	14.239	20
7.115	14.598	20
7.4399	14.978	20
7.115	14.598	20
7.7939	15.331	20
8.1974	15.626	20
7.7939	15.331	20
8.6459	15.847	20
9.0945	16.068	20
8.6459	15.847	20
9.5431	16.289	20
9.0945	16.068	20
9.9917	16.509	20
9.5431	16.289	20
-0.92342	19.188	20
6.0143	11.364	20
10.44	16.73	20
9.9917	16.509	20
5.6926	10.982	20
10.912	16.896	20
10.44	16.73	20
5.3078	10.662	20
4.8715	10.418	20
4.8715	10.418	20
4.4004	10.251	20
3.9103	10.152	20
11.402	16.995	20
10.912	16.896	20
3.4122	10.108	20
11.9	17.038	20
12.079	17.505	20
11.721	16.571	20
2.9123	10.104	20
2.6822	10.548	20
3.1424	9.6598	20
2.4498	10.99	20
2.6822	10.548	20
3.1424	9.6598	20
3.3248	9.1943	20
2.2175	11.433	20
2.4498	10.99	20
3.3248	9.1943	20
3.5682	8.7575	20
1.9852	11.876	20
2.2175	11.433	20
3.5682	8.7575	20
3.8875	8.3727	20
1.7528	12.319	20
