0	0	-2	0	0	-1.2	0	0	-0.8
0	0	-1.95	0	0	-1.15	0	0	-0.75
0	0	-1.9	0	0	-1.1	0	0	-0.7
0	0	-1.85	0	0	-1.05	0	0	-0.65
0	0	-1.8	0	0	-1	0	0	-0.6
0	0	-1.75	0	0	-0.95	0	0	-0.55
0	0	-1.7	0	0	-0.9	0	0	-0.5
0	0	-1.65	0	0	-0.85	0	0	-0.45
0	0	-1.6	0	0	-0.8	0	0	-0.4
0	0	-1.55	0	0	-0.75	0	0	-0.35
0	0	-1.5	0	0	-0.7	0	0	-0.3
0	0	-1.45	0	0	-0.65	0	0	-0.25
0	0	-1.4	0	0	-0.6	0	0	-0.2
0	0	-1.35	0	0	-0.55	0	0	-0.15
0	0	-1.3	0	0	-0.5	0	0	-0.1
0	0	-1.25	0	0	-0.45	0	0	-0.05
0	0	-1.2	0	0	-0.4	0	0	0
0	0	-1.15	0	0	-0.35	0	0	0.05
0	0	-1.1	0	0	-0.3	0	0	0.1
0	0	-1.05	0	0	-0.25	0	0	0.15
0	0	-1	0	0	-0.2	0	0	0.2
0	0	-0.95	0	0	-0.15	0	0	0.25
0	0	-0.9	0	0	-0.1	0	0	0.3
0	0	-0.85	0	0	-0.05	0	0	0.35
0	0	-0.8	0	0	0	0	0	0.4
0	0	-0.75	0	0	0.05	0	0	0.45
0	0	-0.7	0	0	0.1	0	0	0.5
0	0	-0.65	0	0	0.15	0	0	0.55
0	0	-0.6	0	0	0.2	0	0	0.6
0	0	-0.55	0	0	0.25	0	0	0.65
0	0	-0.5	0	0	0.3	0	0	0.7
0	0	-0.45	0	0	0.35	0	0	0.75
0	0	-0.4	0	0	0.4	0	0	0.8
0	0	-0.35	0	0	0.45	0	0	0.85
0	0	-0.3	0	0	0.5	0	0	0.9
0	0	-0.25	0	0	0.55	0	0	0.95
0	0	-0.2	0	0	0.6	0	0	1
0	0	-0.15	0	0	0.65	0	0	1.05
0	0	-0.1	0	0	0.7	0	0	1.1
0	0	-0.05	0	0	0.75	0	0	1.15
0	0	0	0	0	0.8	0	0	1.2
0	0	-19	0	0	-1.2	0	0	-0.8
0	0	-18.95	0	0	-1.15	0	0	-0.75
0	0	-18.9	0	0	-1.1	0	0	-0.7
0	0	-18.85	0	0	-1.05	0	0	-0.65
0	0	-18.8	0	0	-1	0	0	-0.6
0	0	-18.75	0	0	-0.95	0	0	-0.55
0	0	-18.7	0	0	-0.9	0	0	-0.5
0	0	-18.65	0	0	-0.85	0	0	-0.45
0	0	-18.6	0	0	-0.8	0	0	-0.4
0	0	-18.55	0	0	-0.75	0	0	-0.35
0	0	-18.5	0	0	-0.7	0	0	-0.3
0	0	-18.45	0	0	-0.65	0	0	-0.25
0	0	-18.4	0	0	-0.6	0	0	-0.2
0	0	-18.35	0	0	-0.55	0	0	-0.15
0	0	-18.3	0	0	-0.5	0	0	-0.1
0	0	-18.25	0	0	-0.45	0	0	-0.05
0	0	-18.2	0	0	-0.4	0	0	0
0	0	-18.15	0	0	-0.35	0	0	0.05
0	0	-18.1	0	0	-0.3	0	0	0.1
0	0	-18.05	0	0	-0.25	0	0	0.15
0	0	-18	0	0	-0.2	0	0	0.2
0	0	-17.95	0	0	-0.15	0	0	0.25
0	0	-17.9	0	0	-0.1	0	0	0.3
0	0	-17.85	0	0	-0.05	0	0	0.35
0	0	-17.8	0	0	0	0	0	0.4
0	0	-17.75	0	0	0.05	0	0	0.45
0	0	-17.7	0	0	0.1	0	0	0.5
0	0	-17.65	0	0	0.15	0	0	0.55
0	0	-17.6	0	0	0.2	0	0	0.6
0	0	-17.55	0	0	0.25	0	0	0.65
0	0	-17.5	0	0	0.3	0	0	0.7
0	0	-17.45	0	0	0.35	0	0	0.75
0	0	-17.4	0	0	0.4	0	0	0.8
0	0	-17.35	0	0	0.45	0	0	0.85
0	0	-17.3	0	0	0.5	0	0	0.9
0	0	-17.25	0	0	0.55	0	0	0.95
0	0	-17.2	0	0	0.6	0	0	1
0	0	-17.15	0	0	0.65	0	0	1.05
0	0	-17.1	0	0	0.7	0	0	1.1
0	0	-17.05	0	0	0.75	0	0	1.15
0	0	-17	0	0	0.8	0	0	1.2
