#length, SI
46.232	51.493	15.24
46.101	51.01	15.24
45.051	46.712	15.24
45.082	46.213	15.24
46.401	51.963	15.24
46.232	51.493	15.24
45.082	46.213	15.24
45.119	45.715	15.24
46.625	52.41	15.24
46.401	51.963	15.24
45.168	45.217	15.24
46.914	52.818	15.24
45.239	44.722	15.24
47.267	53.172	15.24
47.677	53.459	15.24
48.128	53.674	15.24
47.677	53.459	15.24
48.607	53.817	15.24
48.128	53.674	15.24
48.523	54.31	15.24
48.692	53.324	15.24
49.087	44.364	15.24
48.258	54.734	15.24
47.947	55.126	15.24
47.579	55.463	15.24
47.569	55.963	15.24
47.458	56.451	15.24
47.309	56.928	15.24
47.116	57.389	15.24
46.872	57.826	15.24
46.629	58.262	15.24
46.872	57.826	15.24
46.385	58.699	15.24
46.629	58.262	15.24
46.142	59.136	15.24
46.385	58.699	15.24
45.898	59.572	15.24
46.142	59.136	15.24
45.61	59.981	15.24
45.267	60.345	15.24
44.869	60.648	15.24
44.427	60.882	15.24
43.955	61.046	15.24
44.427	60.882	15.24
43.465	61.147	15.24
42.968	61.193	15.24
43.465	61.147	15.24
42.468	61.199	15.24
41.968	61.178	15.24
41.715	60.746	15.24
41.715	60.746	15.24
41.427	60.338	15.24
41.102	59.958	15.24
41.102	59.958	15.24
40.727	59.627	15.24
40.727	59.627	15.24
40.302	59.363	15.24
40.302	59.363	15.24
39.84	59.171	15.24
39.356	59.049	15.24
39.356	59.049	15.24
38.859	58.988	15.24
38.36	58.972	15.24
38.36	58.972	15.24
37.86	58.989	15.24
37.86	58.989	15.24
37.361	59.023	15.24
36.956	58.73	15.24
36.956	58.73	15.24
36.486	58.558	15.24
36.003	58.429	15.24
35.51	58.348	15.24
35.011	58.314	15.24
35.011	58.314	15.24
34.511	58.316	15.24
34.545	58.814	15.24
34.476	57.817	15.24
34.409	59.295	15.24
34.476	57.817	15.24
34.617	57.337	15.24
34.273	59.777	15.24
34.409	59.295	15.24
34.617	57.337	15.24
34.811	56.876	15.24
34.137	60.258	15.24
34.273	59.777	15.24
34.811	56.876	15.24
35.07	56.448	15.24
34	60.739	15.24
34.137	60.258	15.24
34.145	61.217	15.24
35.396	56.069	15.24
34.252	61.706	15.24
35.781	55.75	15.24
34.362	62.194	15.24
34.252	61.706	15.24
35.781	55.75	15.24
36.214	55.5	15.24
34.471	62.681	15.24
34.362	62.194	15.24
36.224	55	15.24
34.581	63.169	15.24
34.471	62.681	15.24
34.691	63.657	15.24
34.581	63.169	15.24
34.8	64.145	15.24
34.691	63.657	15.24
34.938	64.626	15.24
34.8	64.145	15.24
35.118	65.092	15.24
34.938	64.626	15.24
35.354	65.533	15.24
35.654	65.933	15.24
36.018	66.276	15.24
35.654	65.933	15.24
36.436	66.55	15.24
36.018	66.276	15.24
36.894	66.75	15.24
36.436	66.55	15.24
37.377	66.878	15.24
37.873	66.945	15.24
