1	2
3	1
2	4
5	3
4	6
6	7
8	5
7	9
10	11
12	13
14	15
13	16
16	17
18	14
17	19
20	21
19	22
23	24
22	25
26	23
23	27
25	28
29	30
31	32
33	34
32	35
36	37
35	38
39	40
38	41
42	43
41	44
45	46
44	47
48	45
49	50
51	49
47	52
53	54
55	52
52	56
57	58
59	60
61	62
63	55
64	63
65	64
66	65
67	68
69	67
70	71
72	70
73	74
75	76
77	78
79	61
56	80
81	82
80	83
84	85
83	86
86	87
88	89
89	90
91	92
90	93
94	91
95	94
94	96
93	97
98	97
97	99
100	101
102	103
104	105
106	107
108	109
110	111
112	113
114	115
116	117
118	119
120	116
121	122
123	124
125	126
127	125
122	128
129	130
131	132
133	132
132	134
135	136
134	137
138	135
139	140
141	138
142	143
144	141
145	146
147	144
146	148
149	147
150	151
152	153
154	155
156	157
158	159
160	156
161	162
163	160
164	163
165	164
164	166
167	168
166	169
170	171
169	172
172	173
174	175
176	177
178	176
179	180
181	182
183	181
184	183
185	186
186	187
188	189
190	79
191	192
193	194
195	190
192	196
197	198
196	199
200	199
201	202
203	200
202	204
205	204
204	206
207	203
208	209
198	210
211	212
210	213
213	214
215	216
214	217
218	217
217	219
220	215
221	222
223	221
224	223
223	225
226	224
225	227
228	226
227	229
229	230
231	228
232	233
234	235
236	237
238	239
240	241
242	243
241	244
245	242
244	246
247	245
248	247
249	250
251	252
253	251
251	254
255	129
256	253
257	256
258	257
259	258
260	259
261	260
262	261
263	262
264	265
266	267
268	269
270	271
272	270
273	272
274	273
275	274
276	277
278	276
279	280
281	279
282	281
282	283
284	285
285	286
287	288
289	290
291	292
292	293
294	295
295	296
297	298
299	300
300	301
302	303
303	304
304	305
305	306
307	308
309	308
308	310
311	309
312	313
314	315
316	317
318	319
320	321
322	323
324	322
321	325
326	324
325	327
328	329
330	331
332	333
331	334
335	336
337	338
339	340
341	342
343	344
345	343
346	345
347	348
349	350
351	352
353	351
354	353
