0	1
0.231159459	0.957344394
0.361869331	1.400284081
0	1.5625
0.117524981	0.989150424
0.296514395	1.178814237
0.180934665	1.48139204
0	1.28125
0.149229823	1.235271232
0.434811967	0.839399482
0.669155323	1.19833345
0.337729213	0.906520631
0.551983645	1.018866466
0.515512327	1.299308765
0.42662077	1.102914698
0.709938966	0.460954622
0.777610912	0.234924422
1.229522357	0.334913321
1.098134466	0.651433163
0.749504285	0.349650107
1.003566635	0.284918872
1.163828412	0.493173242
0.904036716	0.556193893
0.956666349	0.421411675
0.8	4.90E-17
1.341176471	0
0.794411341	0.117995107
1.070588235	0
1.285349414	0.167456661
1.039880378	0.142725884
1.882352941	0
1.758584871	0.428245602
1.611764706	0
1.820468906	0.214122801
1.494053614	0.381579462
1.55290916	0.190789731
2.423529412	0
2.310092145	0.480201423
2.152941176	0
2.366810779	0.240100711
2.034338508	0.454223512
2.093639842	0.227111756
2.964705882	0
2.8804571	0.516809732
2.694117647	0
2.922581491	0.258404866
2.595274623	0.498505577
2.644696135	0.249252789
3.505882353	0
3.447454972	0.53873775
3.235294118	0
3.476668662	0.269368875
3.163956036	0.527773741
3.199625077	0.26388687
4.047058824	0
4.010636274	0.548335354
3.776470588	0
4.028847549	0.274167677
3.729045623	0.543536552
3.752758106	0.271768276
4.588235294	0
4.570105528	0.548820612
4.317647059	0
4.579170411	0.274410306
4.290370901	0.548577983
4.30400898	0.274288992
5.129411765	0
5.126048526	0.542267363
4.858823529	0
5.127730145	0.271133681
4.848077027	0.545543988
4.853450278	0.272771994
5.670588235	0
5.678772329	0.531419407
5.4	0
5.674680282	0.265709703
5.402410427	0.536843385
5.401205214	0.268421692
6.211764706	0
6.228658144	0.520877174
5.941176471	0
6.220211425	0.260438587
5.953715236	0.52614829
5.947445854	0.263074145
6.752941176	0
6.776977216	0.517015752
6.482352941	0
6.764959196	0.258507876
6.50281768	0.518946463
6.492585311	0.259473231
7.294117647	0
7.323273916	0.517592416
7.023529412	0
7.308695782	0.258796208
7.050125566	0.517304084
7.036827489	0.258652042
7.835294118	0
7.864195718	0.510978781
7.564705882	0
7.849744918	0.25548939
7.593734817	0.514285598
7.57922035	0.257142799
8.376470588	0
8.388926052	0.484779206
8.105882353	0
8.38269832	0.242389603
8.126560885	0.497878993
8.116221619	0.248939497
8.917647059	0
8.911787985	0.489685359
8.647058824	0
8.914717522	0.244842679
8.650357019	0.487232282
8.648707921	0.243616141
9.458823529	0
9.441202098	0.512262764
9.188235294	0
9.450012814	0.256131382
9.176495041	0.500974061
9.182365168	0.250487031
10	0
9.985334139	0.541389086
9.729411765	0
9.996332862	0.270793847
9.713268118	0.526825925
9.723172838	0.263462614
9.941379572	1.081190184
9.403858779	1.019437811
